source_document_id	id	user	word_id	name	latitude	longitude	population	gazetteer	gazref	type	country	location_type	remarks	person	is_main_location	near_main_location	position_wrt_main	dbpedia	dbpedia_id
4419	13575	"Laure Philip"	w225	Noyon	49.58333	3	0	geonames	2989877	PPL	FR	"real, existing < 1800"		false	false	true		Noyon	81329
4419	13576	"Laure Philip"	w238	Fontaine-sous-Montdidier	49.65671	2.51823	0	geonames	3017999	PPL	FR	"real, existing < 1800"		false	false	true		"Montdidier, Somme"	3117454
4419	13577	"Laure Philip"	w340	Roye-sur-Matz	49.59146	2.77458	0	geonames	2982324	PPL	FR	"real, existing < 1800"		false	true	false		"Roye, Somme"	15719623
4419	13578	"Laure Philip"	w354	Belgium	50.75	4.5	0	geonames	2802361	PCLI	BE	"real, existing < 1800"		false	false	false	"north east"	Belgium	3343
4419	13579	"Laure Philip"	w519	Picardie	49.63333	2.8	0	geonames	2987375	ADM1H	FR	"real, existing < 1800"		false	false	false	"contains main location"	Nord-Pas-de-Calais-Picardie	45093681
4419	13580	"Laure Philip"	w685	Paris	48.85341	2.3488	0	geonames	2988507	PPLC	FR	"real, existing < 1800"		false	false	false	south	Paris	22989
4419	13581	"Laure Philip"	w701	Roye-sur-Matz	49.59146	2.77458	0	geonames	2982324	PPL	FR	"real, existing < 1800"		false	true	false		"Roye, Somme"	15719623
4509	13403	"Laure Philip"	w23	Orvinio	42.13039	12.93762	0	geonames	3171872	PPLA3	IT	"real, existing < 1800"		false	true	false		Orvinio	6753454
4509	13404	"Laure Philip"	w32	Orvinio	42.13039	12.93762	0	geonames	3171872	PPLA3	IT	"real, existing < 1800"		false	true	false		Orvinio	6753454
4509	13405	"Laure Philip"	w82	Italy	42.83333	12.83333	0	geonames	3175395	PCLI	IT	"real, existing < 1800"		false	false	false	"contains main location"	Italy	14532
4509	13406	"Laure Philip"	w111	Orvinio	42.13213	12.93968	0	geonames	6536928	ADM3	IT	"real, existing < 1800"		false	false	false	"contains main location"	Orvinio	6753454
4509	13407	"Laure Philip"	w143	Rieti	42.40476	12.85735	0	geonames	3169412	PPLA2	IT	"real, existing < 1800"		false	false	false	"contains main location"	Rieti	2824456
4509	13408	"Laure Philip"	w185	Abruzzo	42.25	13.75	0	geonames	3183560	ADM1	IT	"real, existing < 1800"		false	false	true		Abruzzo	79460
4509	13409	"Laure Philip"	w150	Norcia	42.79314	13.09538	0	geonames	6540491	ADM3	IT	"real, existing < 1800"		false	false	true		Norcia	638393
4509	14268	"Katie McDonough"	w23	Orvinio	42.13039	12.93762	0	geonames	3171872	PPLA3	IT	"real, historical"		false	true	false		Orvinio	6753454
4509	14269	"Katie McDonough"	w32	Orvinio	42.13039	12.93762	0	geonames	3171872	PPLA3	IT	"real, historical"		false	true	false		Orvinio	6753454
4509	14270	"Katie McDonough"	w63	Orvinio	42.13039	12.93762	0	geonames	3171872	PPLA3	IT	"real, historical"		false	true	false		Orvinio	6753454
4509	14271	"Katie McDonough"	w82	Italy	42.83333	12.83333	0	geonames	3175395	PCLI	IT	"real, historical"		false	false	false	"contains main location"	Italy	14532
4509	14272	"Katie McDonough"	w111	Orvieto	42.71953	12.11156	0	geonames	6539748	ADM3	IT	"real, historical"		false	false	false	"contains main location"	Orvieto	221674
4509	14273	"Katie McDonough"	w143	Rieti	42.40476	12.85735	0	geonames	3169412	PPLA2	IT	"real, historical"		false	false	false	north	Rieti	2824456
4509	14274	"Katie McDonough"	w150	Norcia	42.79105	13.096	0	geonames	3172208	PPLA3	IT	"real, historical"	"incorrect location!"	false	false	false	north	Norcia	638393
4509	14275	"Katie McDonough"	w185	Abruzzo	42.25	13.75	0	geonames	3183560	ADM1	IT	"real, historical"		false	false	false	south	Abruzzo	79460
4509	14276	"Katie McDonough"	w215	Bodrum	37.03833	27.42917	0	geonames	320995	PPLA2	TR	"real, historical"	https://en.wikipedia.org/wiki/Halicarnassus	true	false	false		Halicarnassus	
4533	14193	"Katie McDonough"	w110	"Provincie Zeeland"	51.41667	3.75	0	geonames	2744011	ADM1	NL	"real, existing < 1800"		false	false	false	"contains main location"	Zeeland	52229
4533	14194	"Katie McDonough"	w23	Walcheren	51.51968	3.57993	0	geonames	2745077	AREA	NL	"real, existing < 1800"		false	true	false		Walcheren	75182
4533	14195	"Katie McDonough"	w36	Walcheren	51.51968	3.57993	0	geonames	2745077	AREA	NL	"real, existing < 1800"		false	true	false		Walcheren	75182
4533	14196	"Katie McDonough"	w46	Walcheren	51.51968	3.57993	0	geonames	2745077	AREA	NL	"real, existing < 1800"		false	true	false		Walcheren	75182
4533	14197	"Katie McDonough"	w59	Walcheren	51.51968	3.57993	0	geonames	2745077	AREA	NL	"real, existing < 1800"		false	true	false		Walcheren	75182
4533	14198	"Katie McDonough"	"w90 w95 w97"	Netherlands	52.25	5.75	0	geonames	2750405	PCLI	NL	"real, existing < 1800"		false	false	false	"contains main location"	Netherlands	21148
4533	14199	"Katie McDonough"	w173	Zuid-Beveland	51.41667	4.15	0	geonames	2743805	AREA	NL	"real, existing < 1800"		false	false	false	east	Zuid-Beveland	175436
4533	14200	"Katie McDonough"	w206	Honte	51.44538	3.65734	0	geonames	2753804	CHNM	NL	"real, existing < 1800"		false	false	false	east		
4533	14201	"Katie McDonough"	w226	Borzelle								unknown		true	false	false			
4533	14202	"Katie McDonough"	w330	Middelburg	51.5	3.61389	0	geonames	2750896	PPLA	NL	"real, existing < 1800"		false	false	false	"inside main location"	Middelburg	101626
4533	14203	"Katie McDonough"	w409	Hollande	52.15034	4.80652	0	geonames	8285549	RGN	NL	"real, existing < 1800"		true	false	false	"contains main location"	Holland	13288
4533	14204	"Katie McDonough"	w427	"Provincie Zeeland"	51.41667	3.75	0	geonames	2744011	ADM1	NL	"real, existing < 1800"		true	false	false	"contains main location"	Zeeland	52229
4533	14205	"Katie McDonough"	w459	Middelburg	51.5	3.61389	0	geonames	2750896	PPLA	NL	"real, existing < 1800"		false	false	false	"inside main location"	Middelburg	101626
4725	12857	"Katie McDonough"	w23	Segré	47.68333	-0.86667	0	geonames	2975314	PPLA3	FR	"real, existing < 1800"		false	true	false		Segré	3116298
4725	12858	"Katie McDonough"	w30	Segré	47.68333	-0.86667	0	geonames	2975314	PPLA3	FR	"real, existing < 1800"		false	true	false			
4725	12859	"Katie McDonough"	w105	France	46	2	0	geonames	3017382	PCLI	FR	"real, existing < 1800"		false	false	false	"contains main location"	France	5843419
4725	12860	"Katie McDonough"	w120	Anjou	47.33333	-0.5	0	geonames	3037561	RGN	FR	"real, existing < 1800"		false	false	false	"contains main location"	Anjou	39594
4725	12861	"Katie McDonough"	w139	Angers	47.46667	-0.55	0	geonames	3037656	PPLA2	FR	"real, existing < 1800"		false	false	false	"contains main location"	Angers	82357
4725	12862	"Katie McDonough"	w154	Oudon	49.04459	-0.02373	0	geonames	2989056	STM	FR	"real, existing < 1800"		false	false	false	"surrounded by main"	"Oudon (river)"	21939713
4725	12863	"Katie McDonough"	w213	Segré	47.68333	-0.86667	0	geonames	2975314	PPLA3	FR	"real, existing < 1800"		false	true	false		Segré	3116298
4725	12864	"Katie McDonough"	w297	England	52.16045	-0.70312	0	geonames	6269131	ADM1	GB	"real, existing < 1800"	https://en.wikipedia.org/wiki/England	true	false	false			
4725	12865	"Katie McDonough"	w332	Navarre	43	-1.5	0	geonames	3301576	RGNH	FR	"real, existing < 1800"		true	false	false		Navarre	59731
4725	12866	"Katie McDonough"	w434	Chinon	47.16667	0.25	0	geonames	3025132	PPLA3	FR	"real, existing < 1800"		false	false	true		Chinon	74334
4725	13654	"Laure Philip"	w23	Segré	47.68333	-0.86667	0	geonames	2975314	PPLA3	FR	"real, existing < 1800"		false	true	false		"Segre (river)"	69163
4725	13655	"Laure Philip"	w30	Segré	47.68333	-0.86667	0	geonames	2975314	PPLA3	FR	"real, existing < 1800"		false	true	false		"Segre (river)"	69163
4725	13656	"Laure Philip"	w105	France	46	2	0	geonames	3017382	PCLI	FR	"real, existing < 1800"		false	false	false	"contains main location"	France	5843419
4725	13657	"Laure Philip"	w120	Anjou	47.33333	-0.5	0	geonames	3037561	RGN	FR	"real, existing < 1800"		false	false	false	"contains main location"	Anjou	39594
4725	13658	"Laure Philip"	w139	Angers	47.46667	-0.55	0	geonames	3037656	PPLA2	FR	"real, existing < 1800"		false	false	true		Angers	82357
4725	13659	"Laure Philip"	w154	Odon	49.18333	-0.35	0	geonames	2989743	STM	FR	"real, existing < 1800"		false	false	false	"surrounded by main"	"Odon (river)"	6966032
4725	13660	"Laure Philip"	w213	Segré	47.68333	-0.86667	0	geonames	2975314	PPLA3	FR	"real, existing < 1800"		false	true	false		"Segre (river)"	69163
4725	13661	"Laure Philip"	w297	"United Kingdom"	54.75844	-2.69531	0	geonames	2635167	PCLI	GB	"real, existing < 1800"		true	false	false		"United Kingdom"	31717
4725	13662	"Laure Philip"	w332	Navarre	42.75	-1.66667	0	geonames	3115609	ADM1	ES	"real, historical"		true	false	false		Navarre	59731
4725	13663	"Laure Philip"	w434	Chinon	47.16667	0.25	0	geonames	3025132	PPLA3	FR	"real, existing < 1800"		false	false	true		Chinon	74334
4824	12848	"Katie McDonough"	w23	Seckau	47.26667	14.78333	0	geonames	2765335	PPLA3	AT	"real, existing < 1800"		false	true	false		Seckau	2498946
4824	12849	"Katie McDonough"	w31	Seckau	47.26667	14.78333	0	geonames	2765335	PPLA3	AT	"real, existing < 1800"		false	true	false		Seckau	2498946
4824	12850	"Katie McDonough"	w55	Seckau	47.26667	14.78333	0	geonames	2765335	PPLA3	AT	"real, existing < 1800"		false	true	false		Seckau	2498946
4824	12851	"Katie McDonough"	w72	Germany	51.5	10.5	0	geonames	2921044	PCLI	DE	"real, existing < 1800"		false	false	false	"contains main location"	Germany	11867
4824	12852	"Katie McDonough"	w97	Styria	47.25	15.16667	0	geonames	2764581	ADM1	AT	"real, existing < 1800"		false	false	false	"contains main location"	Styria	224474
4824	12853	"Katie McDonough"	w135	Gail	46.60722	13.88722	0	geonames	2779037	STM	AT	"real, existing < 1800"		false	false	false	"surrounded by main"	"Gail (river)"	1466021
4824	12854	"Katie McDonough"	w163	Judenburg	47.16667	14.66667	0	geonames	2775020	PPLA3	AT	"real, existing < 1800"		false	false	false	south	Judenburg	183157
4824	12855	"Katie McDonough"	w265	Salzburg	47.79941	13.04399	0	geonames	2766824	PPLA	AT	"real, existing < 1800"		true	false	false		"Archbishopric of Salzburg"	255366
4824	12856	"Katie McDonough"	w361	Seckau	47.26667	14.78333	0	geonames	2765335	PPLA3	AT	"real, existing < 1800"		false	true	false		Seckau	2498946
4824	13645	"Laure Philip"	w23	Seckau	47.26667	14.78333	0	geonames	2765335	PPLA3	AT	"real, existing < 1800"		false	true	false		Seckau	2498946
4824	13646	"Laure Philip"	w31	Seckau	47.26667	14.78333	0	geonames	2765335	PPLA3	AT	"real, existing < 1800"		false	true	false		Seckau	2498946
4824	13647	"Laure Philip"	w55	Seckau	47.26667	14.78333	0	geonames	2765335	PPLA3	AT	"real, existing < 1800"		false	true	false		Seckau	2498946
4824	13648	"Laure Philip"	w72	Germany	51.5	10.5	0	geonames	2921044	PCLI	DE	"real, existing < 1800"		false	false	false	"contains main location"	Germany	11867
4824	13649	"Laure Philip"	w97	Styria	47.25	15.16667	0	geonames	2764581	ADM1	AT	"real, existing < 1800"		false	false	false	"contains main location"	Styria	224474
4824	13650	"Laure Philip"	w135										???	false	false	true			
4824	13651	"Laure Philip"	w163	Judenburg	47.16667	14.66667	0	geonames	2775020	PPLA3	AT	"real, existing < 1800"		false	false	true		Judenburg	183157
4824	13652	"Laure Philip"	w265	Salzburg	47.79941	13.04399	0	geonames	2766824	PPLA	AT	"real, existing < 1800"		false	false	true		Salzburg	40335
4824	13653	"Laure Philip"	w361	Seckau	47.26667	14.78333	0	geonames	2765335	PPLA3	AT	"real, existing < 1800"		false	true	false		Seckau	2498946
4894	13302	"Katie McDonough"	w101	Kolkata	22.56263	88.36304	0	geonames	1275004	PPLA	IN	"real, historical"		false	false	false	"contains main location"	Bengal	4862
4894	13303	"Katie McDonough"	w147	"Daya River"	19.99195	85.63348	0	geonames	1273357	STMD	IN	"real, existing < 1800"	?	false	false	false	"surrounded by main"		
4894	13304	"Katie McDonough"	w23	Pipili	20.11357	85.83147	0	geonames	1259592	PPL	IN	"real, existing < 1800"		false	true	false		Pipili	5806555
4894	13305	"Katie McDonough"	w31	Pipili	20.11357	85.83147	0	geonames	1259592	PPL	IN	"real, existing < 1800"		false	true	false		Pipili	5806555
4894	13306	"Katie McDonough"	w69	India	22	79	0	geonames	1269750	PCLI	IN	"real, existing < 1800"		false	false	false	"contains main location"	India	14533
4894	13459	"Laure Philip"	w23	Pipili	20.11357	85.83147	0	geonames	1259592	PPL	IN	"real, existing < 1800"		false	true	false		Pipili	5806555
4894	13460	"Laure Philip"	w31	Pipili	20.11357	85.83147	0	geonames	1259592	PPL	IN	"real, existing < 1800"		false	true	false		Pipili	5806555
4894	13461	"Laure Philip"	w69	India	22	79	0	geonames	1269750	PCLI	IN	"real, existing < 1800"		false	false	false	"contains main location"	India	14533
4894	13462	"Laure Philip"	w101	"West Bengal"	24	88	0	geonames	1252881	ADM1	IN	"real, existing < 1800"		false	false	false	"contains main location"	Bengal	4862
4894	13463	"Laure Philip"	w147	Pipili	20.11357	85.83147	0	geonames	1259592	PPL	IN	"real, existing < 1800"	river	false	false	true		Pipili	5806555
5614	12984	"Laure Philip"	w23	Katoúna	38.78547	21.11417	0	geonames	260468	PPL	GR	"real, historical"	"Medeon ancient region, now municipality of Aktio–Vonitsa: https://en.wikipedia.org/wiki/Medeon"	false	true	false		Aktio-Vonitsa	31379324
5614	12985	"Laure Philip"	w31	Katoúna	38.78547	21.11417	0	geonames	260468	PPL	GR	"real, historical"		false	true	false		Aktio-Vonitsa	31379324
5614	12986	"Laure Philip"	w80	Greece	39	22	0	geonames	390903	PCLI	GR	"real, existing < 1800"		false	false	false	"contains main location"	Greece	12108
5614	12987	"Laure Philip"	w139	"Nomós Voiotías"	38.33333	23	0	geonames	251851	ADM2	GR	"real, historical"	https://en.wikipedia.org/wiki/Boeotia	false	false	false	"contains main location"	Voiotía	
5614	12988	"Laure Philip"	w165	Phocis	38.5	22.25	0	geonames	262322	ADM2	GR	"real, existing < 1800"		false	false	false	"contains main location"	Phocis	84259
5614	12989	"Laure Philip"	w189	"Áspra Spítia"	37.6145	21.77558	0	geonames	264471	PPL	GR	"real, existing < 1800"		false	false	true		"Aspra Spitia, Elis"	14769937
5614	12990	"Laure Philip"	w213	"Crissaean gulf"								"real, existing < 1800"	"crissaean gulf within corinthian gulf: https://en.wikipedia.org/wiki/Gulf_of_Corinth"	false	false	true		"crissaean gulf"	
5614	13798	"Katie McDonough"	w80	Greece	39	22	0	geonames	390903	PCLI	GR	"real, existing < 1800"		false	false	false	"contains main location"		
5614	13799	"Katie McDonough"	w139	Beotie	38.9	22.533	0	geonames	9781496	RGN	GR	"real, historical"		false	false	false	"contains main location"	Boeotia	79607
5614	13800	"Katie McDonough"	w165	Phocis	38.5	22.25	0	geonames	262322	ADM2	GR	"real, historical"		false	false	false	"contains main location"	Phocis	84259
5614	13801	"Katie McDonough"	w189	Antikyra	38.38333	22.63333	0	geonames	265082	PPL	GR	"real, historical"	https://pleiades.stoa.org/places/540642	false	false	true		Antikyra	6147732
5614	13802	"Katie McDonough"	"w207 w213"	Chrissó	38.47442	22.46809	0	geonames	259862	PPL	GR	"real, historical"		false	false	true		"Chrisso, Phocis"	1557995
5614	13803	"Katie McDonough"	w23									"real, historical"	?	false	true	false			
5614	13804	"Katie McDonough"	w31									"real, historical"	"https://pleiades.stoa.org/places/540939 & https://pleiades.stoa.org/places/540940"	false	true	false			
5758	12356	"Laure Philip"	w23	Lezhë	41.78361	19.64361	0	geonames	3184935	PPLA	AL	"real, existing < 1800"		false	true	false		lezhe	
5758	12357	"Laure Philip"	w31	Lezhë	41.78361	19.64361	0	geonames	3184935	PPLA	AL	"real, existing < 1800"		false	true	false		Lezhë	
5758	12364	"Laure Philip"	w124									"real, historical"	"not picked up: https://en.wikipedia.org/wiki/Illyria"	false	false	false	"contains main location"		
5758	12366	"Laure Philip"	w135	Dalmatia	43	17	0	geonames	3202210	RGN	HR	"real, historical"		false	false	false	"contains main location"	Dalmatia	47286
5758	12368	"Laure Philip"	w170	Macedonia	41.66667	21.75	0	geonames	718075	PCLI	MK	"real, historical"		false	false	true		"Macedonia (region)"	19078
5758	12370	"Laure Philip"	w308	Epidaurus	37.59669	23.07524	0	geonames	262661	ANS	GR	"real, historical"		false	false	true		Epidaurus	303837
5758	12373	"Laure Philip"	w328	Lezhë	41.78361	19.64361	0	geonames	3184935	PPLA	AL	"real, existing < 1800"		false	true	false		lezhe	
5758	12401	"Laure Philip"	w362	Crete	35.34194	25.14238	0	geonames	258763	ISL	GR	"real, existing < 1800"		false	false	true		Crete	6591
5758	12402	"Laure Philip"	w409	Crete	35.34194	25.14238	0	geonames	258763	ISL	GR	"real, historical"	"Tarba was on southern coast of Crete"	false	false	true		Crete	6591
5758	12403	"Laure Philip"	w456	Thrace	41.33333	26.75	0	geonames	738770	RGN	TR	"real, existing < 1800"		false	false	true		"Eastern Macedonia and Thrace"	460900
5758	12404	"Laure Philip"	w566	Nesebar	42.65921	27.73602	0	geonames	728825	PPL	BG	"real, existing < 1800"		false	false	true		Nesebar	369943
5758	12405	"Laure Philip"	w585	Struma	41.55	23.23333	0	geonames	726702	PPL	BG	"real, existing < 1800"		false	false	true		"Struma (river)"	415437
5758	12406	"Laure Philip"	w426	Lezhë	41.78361	19.64361	0	geonames	3184935	PPLA	AL	"real, existing < 1800"	"not picked up by dbpedia"	false	true	false		lezhe	
5758	14098	"Katie McDonough"	w124	"North Albanian Alps"	42.5	19.83333	0	geonames	3194466	MTS	ME	"real, historical"		false	false	false	"contains main location"		
5758	14099	"Katie McDonough"	w135	Dalmatia	43	17	0	geonames	3202210	RGN	HR	"real, historical"		false	false	false	"contains main location"		
5758	14100	"Katie McDonough"	w23	Lezhë	41.78361	19.64361	0	geonames	3184935	PPLA	AL	"real, historical"		false	true	false			
5758	14101	"Katie McDonough"	w31	Lezhë	41.78361	19.64361	0	geonames	3184935	PPLA	AL	"real, historical"		false	true	false		"Lezhë County"	546908
5758	14102	"Katie McDonough"	w170	Macedonia	41.66667	21.75	0	geonames	718075	PCLI	MK	"real, historical"		false	false	true			
5758	14103	"Katie McDonough"	w308	Epidaurus	37.59669	23.07524	0	geonames	262661	ANS	GR	"real, historical"		false	false	true			
5758	14104	"Katie McDonough"	w328	Lissus								"real, historical"		false	true	false			
5758	14105	"Katie McDonough"	w362	Crete	35.15585	24.89502	0	geonames	6697802	ADM1	GR	"real, existing < 1800"		false	false	false	"contains main location"	Crete	6591
5758	14106	"Katie McDonough"	w409									"real, historical"		false	false	false	west		
5758	14107	"Katie McDonough"	w426	Lissus								"real, historical"		false	true	false			
5758	14108	"Katie McDonough"	w456	"East Macedonia and Thrace"	40.94671	25.33447	0	geonames	6697803	ADM1	GR	"real, historical"		false	false	false	"contains main location"	"Thrace (theme)"	29760693
5758	14109	"Katie McDonough"	w585	Stryma								"real, historical"		false	false	true			
5758	14110	"Katie McDonough"	w566	Nesebar	42.65921	27.73602	0	geonames	728825	PPL	BG	"real, historical"		false	false	true			
5794	12536	"Katie McDonough"	w23	Vicovaro	42.01924	12.90001	0	geonames	3164394	PPLA3	IT	"real, existing < 1800"		false	true	false		Vicovaro	6754467
5794	12537	"Katie McDonough"	w33	Vicovaro	42.01924	12.90001	0	geonames	3164394	PPLA3	IT	"real, existing < 1800"		false	true	false		Vicovaro	6754467
5794	12538	"Katie McDonough"	w65	Italy	42.83333	12.83333	0	geonames	3175395	PCLI	IT	"real, existing < 1800"		false	false	false	"contains main location"	Italy	14532
5794	12539	"Katie McDonough"	w80	Sabina	42.21667	12.66667	0	geonames	3168746	RGN	IT	"real, existing < 1800"		false	false	false	"contains main location"	"Sabina (region)"	3516549
5794	12540	"Katie McDonough"	w114										"? unclear what this refers to"	false	false	false	south		
5794	12541	"Katie McDonough"	w157	Tivoli	41.95952	12.8016	0	geonames	3165624	PPLA3	IT	"real, existing < 1800"		false	false	false	"south west"	"Tivoli, Lazio"	92884
5794	12542	"Katie McDonough"	"w269 w275"	Vicovaro	42.01924	12.90001	0	geonames	3164394	PPLA3	IT	"real, existing < 1800"		false	true	false			
5794	12543	"Katie McDonough"	"w353 w359"	Vicovaro	42.01924	12.90001	0	geonames	3164394	PPLA3	IT	"real, existing < 1800"	"***historical spelling"	false	true	false		Vicovaro	6754467
5794	12544	"Katie McDonough"	w439	Basel	47.55839	7.57327	0	geonames	2661604	PPLA	CH	"real, existing < 1800"		false	false	false	north		
5794	12545	"Katie McDonough"	w1014	Strasbourg	48.58392	7.74553	0	geonames	2973783	PPLA	FR	"real, existing < 1800"		false	false	false	north	Strasbourg	37407
6018	12586	"Laure Philip"	w23	"Gulf of Martaban"	16.29998	96.86487	0	geonames	1310459	GULF	MM	"real, existing < 1800"		false	true	false		martaban	
6018	12588	"Laure Philip"	w36	"Gulf of Martaban"	16.29998	96.86487	0	geonames	1310459	GULF	MM	"real, existing < 1800"		false	true	false		martaban	
6018	12590	"Laure Philip"	w46	"Gulf of Martaban"	16.29998	96.86487	0	geonames	1310459	GULF	MM	"real, existing < 1800"		false	true	false		martaban	
6018	12592	"Laure Philip"	w59	"Gulf of Martaban"	16.29998	96.86487	0	geonames	1310459	GULF	MM	"real, existing < 1800"		false	true	false		martaban	
6018	12593	"Laure Philip"	w89	Asia	29.84064	89.29688	0	geonames	6255147	CONT		"real, existing < 1800"		false	false	false	"contains main location"	Asia	689
6018	12597	"Laure Philip"	w128	Ganges	25.31299	87.66541	0	geonames	8030074	STM	IN	"real, existing < 1800"		false	false	true		Ganges	12448
6018	12598	"Laure Philip"	"w142 w151 w158"	"Bay of Bengal"	13.5392	87.6709	0	geonames	1281789	SEA		"real, existing < 1800"		false	false	true		"Bay of Bengal"	47892
6018	12600	"Laure Philip"	w445	India	22	79	0	geonames	1269750	PCLI	IN	"real, existing < 1800"		false	false	false	west	India	14533
6018	12601	"Laure Philip"	w612	India	22	79	0	geonames	1269750	PCLI	IN	"real, existing < 1800"		false	false	false	west	India	14533
6018	12605	"Laure Philip"	w665	Thailand	15.5	101	0	geonames	1605651	PCLI	TH	"real, historical"		false	false	false	east	Thailand	30128
6018	12608	"Laure Philip"	w745	Martaban	16.52834	97.6157	0	geonames	1310460	PPL	MM	"real, existing < 1800"		false	false	false	"inside main location"	martaban	
6018	13741	"Katie McDonough"	"w142 w148 w151"	"Bay of Bengal"	13.5392	87.6709	0	geonames	1281789	SEA		"real, existing < 1800"		false	false	true			
6018	13742	"Katie McDonough"	w89	Asia	29.84064	89.29688	0	geonames	6255147	CONT		"real, existing < 1800"		false	false	false	"contains main location"	"Asie Swan House"	18760745
6018	13743	"Katie McDonough"	w128	"Ganges River"	23.36667	90.53333	0	geonames	1202950	STM	BD	"real, existing < 1800"		false	false	false	"contains main location"	Ganges	12448
6018	13744	"Katie McDonough"	w36	Martaban	16.52834	97.6157	0	geonames	1310460	PPL	MM	"real, existing < 1800"		false	true	false			
6018	13745	"Katie McDonough"	w59	Martaban	16.52834	97.6157	0	geonames	1310460	PPL	MM	"real, existing < 1800"		false	true	false			
6018	13746	"Katie McDonough"	w23	Martaban	16.52834	97.6157	0	geonames	1310460	PPL	MM	"real, existing < 1800"		false	true	false			
6018	13747	"Katie McDonough"	w46	Martaban	16.52834	97.6157	0	geonames	1310460	PPL	MM	"real, existing < 1800"		false	true	false			
6018	13748	"Katie McDonough"	w665	Thailand	15.5	101	0	geonames	1605651	PCLI	TH	"real, existing < 1800"		true	false	false	"contains main location"		
6018	13749	"Katie McDonough"	w745	Martaban	16.52834	97.6157	0	geonames	1310460	PPL	MM	"real, existing < 1800"		false	false	false	"inside main location"		
6061	13270	"Katie McDonough"	w23	Peru	-10	-75.25	0	geonames	3932488	PCLI	PE	"real, existing < 1800"		false	true	false		Peru	170691
6061	13271	"Katie McDonough"	w34	Peru	-10	-75.25	0	geonames	3932488	PCLI	PE	"real, existing < 1800"		false	true	false		Peru	170691
6061	13272	"Katie McDonough"	"w77 w86"	"South America"	-14.60485	-57.65625	0	geonames	6255150	CONT		"real, existing < 1800"		false	false	false	"contains main location"	"South America"	26769
6061	13273	"Katie McDonough"	w157	Popayán	2.43823	-76.61316	0	geonames	3671916	PPLA	CO	"real, existing < 1800"		false	false	false	north	Popayán	657155
6061	13274	"Katie McDonough"	w181	Chile	-30	-71	0	geonames	3895114	PCLI	CL	"real, existing < 1800"		false	false	false	south	Chile	5489
6061	13275	"Katie McDonough"	w216	Amazonas	-3.75	-64.5	0	geonames	3665361	ADM1	BR	"real, existing < 1800"		false	false	false	east	"Amazonas Province (Brazil)"	37862159
6061	13276	"Katie McDonough"	"w251 w255 w258"	"South Pacific Ocean"	-45	-130	0	geonames	4030483	OCN		"real, existing < 1800"		false	false	false	west		
6061	13277	"Katie McDonough"	w417	Honduras	15	-86.5	0	geonames	3608932	PCLI	HN	"real, historical"		false	false	false	north	Honduras	13394
6061	13278	"Katie McDonough"	w506	Peru	-10	-75.25	0	geonames	3932488	PCLI	PE	"real, historical"		false	true	false		Peru	170691
6061	13279	"Katie McDonough"	"w710 w714 w717"	"South Pacific Ocean"	-45	-130	0	geonames	4030483	OCN		"real, existing < 1800"		false	false	false	west		
6061	13280	"Katie McDonough"	w806	Panama	9	-80	0	geonames	3703430	PCLI	PA	"real, historical"		false	false	false	north	Panama	22997
6061	13281	"Katie McDonough"	w846									"real, historical"		false	true	false			
6061	13282	"Katie McDonough"	w956	Peru	-10	-75.25	0	geonames	3932488	PCLI	PE	"real, existing < 1800"		false	true	false		Peru	170691
6061	13283	"Katie McDonough"	w979	Peru	-10	-75.25	0	geonames	3932488	PCLI	PE	"real, existing < 1800"		false	true	false		Peru	170691
6061	13284	"Katie McDonough"	w1053	Quito	-0.22985	-78.52495	0	geonames	3652462	PPLC	EC	"real, historical"		false	false	false	"inside main location"	Quito	209982
6061	13285	"Katie McDonough"	w1069	Chile	-30	-71	0	geonames	3895114	PCLI	CL	"real, historical"		false	false	false	south	Chile	5489
6061	13286	"Katie McDonough"	w1668	Quito	-0.22985	-78.52495	0	geonames	3652462	PPLC	EC	"real, historical"		false	false	false	"inside main location"	Quito	209982
6061	13287	"Katie McDonough"	w1901	Peru	-10	-75.25	0	geonames	3932488	PCLI	PE	"real, existing < 1800"		false	true	false		Peru	170691
6061	13288	"Katie McDonough"	"w1967 w1978 w1981 w1985 w1987"	"Andes Mountains"	-16.87815	-70.30151	0	geonames	3923974	MTS	PE	"real, existing < 1800"		false	false	false	"inside main location"	Andes	1354
6061	13289	"Katie McDonough"	w2473	"Andes Mountains"	-16.87815	-70.30151	0	geonames	3923974	MTS	PE	"real, existing < 1800"		false	false	false	"inside main location"	Andes	1354
6061	13290	"Katie McDonough"	w2562	Peru	-10	-75.25	0	geonames	3932488	PCLI	PE	"real, existing < 1800"		false	true	false		Peru	170691
6061	13291	"Katie McDonough"	w2899	Spain	40	-4	0	geonames	2510769	PCLI	ES	"real, existing < 1800"		true	false	false	"north east"	Spain	26667
6061	13292	"Katie McDonough"	w3163	Peru	-10	-75.25	0	geonames	3932488	PCLI	PE	"real, existing < 1800"		false	true	false		Peru	170691
6061	13293	"Katie McDonough"	w3244	Quito	-0.22985	-78.52495	0	geonames	3652462	PPLC	EC	"real, existing < 1800"		false	false	false	"inside main location"	Quito	209982
6061	13294	"Katie McDonough"	w3267	Lima	-12.04318	-77.02824	0	geonames	3936456	PPLC	PE	"real, existing < 1800"		false	false	false	"inside main location"	Lima	85423
